handle,title,vendor,type,tags,published,status
pacific-high-back-tilter,Pacific High Back Tilter MVL11870,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
partitions-66-high,"Partitions 66"" High",Business Interiors,,"industry:business, type:accessories",true,active
partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices",Business Interiors,,"industry:business, type:accessories",true,active
partitions-66-high-3-offices-1,"Partitions 66"" High 3 Offices",Business Interiors,,"industry:business, type:accessories",true,active
partitions-66-high-6-offices,"Partitions 66"" High 6 Offices",Business Interiors,,"industry:business, type:accessories",true,active
pedestal-box-box-file-with-or-without-wheels,Pedestal - Box/Box/File (With or without wheels),Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
pedestal-file-file-with-or-without-wheels,Pedestal - File/File (With or without wheels),Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
planter,Planter,Business Interiors,,"industry:business, type:accessories",true,active
planters,Planters,Business Interiors,,"industry:business, type:accessories",true,active
please-select-a-finish,Please select a Finish,Business Interiors,Avis-add-charge,bestseller,false,active
please-select-a-finish-1,Please Select a Finish,Office Central & Brant Business Interiors,Avis-add-charge,bestseller,false,active
plexiglass-hanging-modesty-panel-48-width-x-15-height-2,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height",Business Interiors,,"industry:business, type:accessories",true,active
plexiglass-modesty-panels,Plexiglass Modesty Panels,Business Interiors,,"industry:business, type:accessories",true,active
pneumatic-height-adjustable-table,Pneumatic Height Adjustable Table,Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
pneumatic-single-table,PNEUMATIC SINGLE TABLE,Office Central & Brant Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
pod-phone-booths,POD Phone Booths,Business Interiors,,"industry:business, type:accessories",true,active
polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-1,"Polycarbonate Chairmat for Hard Floors - Hard Floor 60""x 46""",Business Interiors,,"industry:business, type:chairs",true,active
polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-demo,"Polycarbonate Chairmat for Hard Floors - Hard Floor 60""x 46"" demo",Business Interiors,,,false,archived
power-plant-500222pp90-daisychaining,Power Plant 500222PP90 Daisychaining,Business Interiors,,"industry:business, type:accessories",true,active
power-station-with-3-outlets-and-2-usb,Power Station with 3 Outlets and 2 USB,Business Interiors,,"industry:business, type:accessories",true,active
premium-height-adjustable-table-1,Premium Height Adjustable Table,Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
premium-plinth-cylinder-table-recessed-base-2,"Premium Plinth Cylinder Table, Recessed Base",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer)",Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",Business Interiors,,"industry:healthcare, type:chairs",true,active
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,"Prime™ 49.6""H Two File Multi-Stor Cabinet, 36""W x 18""D - One Adjustable Shelf (GUCC41G1836P)",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
prime-multi-storage-cabinet-lateral-file,Prime Multi-Storage Cabinet / Lateral File,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
privacy-desk-top-dividers,Privacy Desk Top Dividers,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
quick-assembly-electric-height-adjustable-base,Quick Assembly Electric Height Adjustable Base,Office Central & Brant Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
quick-assembly-electric-height-adjustable-base-2-legs,Quick Assembly Electric Height Adjustable Base - 2 legs,Business Interiors,Heights adjustable base,"industry:business, room:boardroom, type:tables",true,active
quick-assembly-height-adjustable-base,Quick Assembly Height Adjustable Base,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top",Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
rambler-ottoman-8-shape-size-options,Rambler Ottoman (8 Shape & Size),Business Interiors,,"industry:business, room:lounge, type:lounge",true,active
ranger-steel-4-post-table-42-w-x-30-d,Ranger Steel 4-Post Table 42”W x 30”D,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
ranger-steel-4-post-table-42-w-x-30-d-with-drawer-safco,Ranger Steel 4-Post Table 42”W x 30”D with Drawer SAFCO,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
ranger-table,Ranger Table,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
raven-high-back-heavy-duty-synchro-tilter-chair-otg10703b,Raven High Back Heavy Duty Synchro-Tilter Chair OTG10703B,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
rebound-armchair-polypropylene-seat-1,"Rebound™ Armchair, Polypropylene Seat",Business Interiors,,"industry:business, type:chairs",true,active
rebound-armchair-upholstered-seat-r5apug,"Rebound™ Armchair, Upholstered Seat (R5APUG)",Business Interiors,,"industry:business, type:chairs",true,active
reception-desk-84-x-84-1,"Reception Desk - 84"" x 84""",Business Interiors,,"industry:business, room:reception, type:desks",true,active
reception-unit-72x72,"L shape Reception Unit 72""x72"" 15B",Business Interiors,,"industry:business, room:reception, type:desks",true,active
recliners-by-ryno,Recliners by Ryno,Business Interiors,,"industry:healthcare, type:outdoor",true,active
recycled-plastic-picnic-tables,Recycled Plastic Picnic Tables,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
regalia-task-mesh-chair-otg10892,Regalia Task Mesh Chair OTG10892,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
robust-high-back-multi-tilter-chair-2526,Robust High Back Multi-Tilter Chair 2526,Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
robust-high-back-multi-tilter-chair-500lb-weight-capacity-glb74475,Robust High Back Multi-Tilter Chair 500lb Weight Capacity GLB74475,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
rollamat-for-carpet-carpeted-floor-53-x-45-3,"RollaMat for Carpet - Carpeted Floor 53""  x 45""",Business Interiors,,"industry:business, type:accessories",true,active
roma-1900-nesting-chair,Roma 1900 Nesting Chair,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
round-metal-base,Round Metal Base,Business Interiors,,"industry:business, type:accessories",true,active
round-table-29-high,"Round Table 29"" High",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
round-table-29-high-8-colours,"Round Table 29"" High (8 Colours)",Office Central & Brant Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
round-table-42,"Round Table 42""",Office Central & Brant Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
round-table-42-high-bar-height,"Round Table 42"" High Bar Height",Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
round-table-cross-base-8-colours,Round Table Cross Base 8 Colours,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
round-table-glass-top,Round Table Glass Top,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
round-table-glass-top-1,Round Table Glass Top,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
round-table-x-base-5,Round Table - X-Base,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
ryno-patio-furniture-waterproof-polyethylene,Ryno Patio Furniture Waterproof Polyethylene,Business Interiors,,"industry:business, type:outdoor",true,active
safco-2130sl-desk-mount-for-monitor-keyboard,"Safco 2130SL Desk Mount for Monitor, Keyboard",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
safe-digital-fire-water-file,Safe Digital Fire/Water File,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6""",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
scoot-8945bl-lectern,Scoot 8945BL Lectern,Business Interiors,,"industry:business, type:accessories",true,active
scoot-multi-purpose-lectern-8922bl-1,Scoot™ Multi-Purpose Lectern 8922BL,Business Interiors,,"industry:business, type:accessories",true,active
screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,"Screenflex 5 Panel Mobile Light-Duty Portable Room Divider, 6'5""H x 9'5""W, Fabric Color: Stone",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
screenflex-room-dividers,Screenflex Room Dividers,Business Interiors,,"industry:business, type:accessories",true,active
security-safe-39-x-26-5-x-26-5-1,"Security Safe  39"" x 26.5"" x 26.5""",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
security-safe-fire-resistant-50-5-x-26-5-1,"Security Safe  Fire Resistant 50.5"" x 26.5""",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
sentry-safe-security-safe-with-electronic-lock-4,Sentry Safe Security Safe with Electronic Lock,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
shoptech-081,Shoptech 081,Business Interiors,,,true,active
shoptech-082,Shoptech 082,Business Interiors,,,true,active
shoptech-097-pc1000,Shoptech 097–PC1000,Business Interiors,,,true,active
shoptech-099rx,Shoptech 099RX,Business Interiors,,,true,active
shoptech-2300-pc775,Shoptech 2300–PC775,Business Interiors,,,true,active
shoptech-2302-pc775,Shoptech 2302–PC775,Business Interiors,,,true,active
shoptech-2410,Shoptech 2410,Business Interiors,,,true,active
shoptech-2500-pc550,Shoptech 2500–PC550,Business Interiors,,,true,active
sidero-1,SIDERO,Business Interiors,,,true,active
sidero-guest-chair-28-colour-options,Sidero Guest Chair 28 Colour Options,Business Interiors,,"bestseller, industry:business, room:reception, type:chairs",true,active
sidero-tablet-arm,Sidero Tablet Arm,Business Interiors,,"industry:educational, room:boardroom, type:tables",true,active
sidero-tablet-chair,Sidero Tablet Chair,Business Interiors,,"industry:educational, type:chairs",true,active
single-pedestal-desk-60w-x-30d,"Single Pedestal Desk - 60""W x 30""D",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
single-pedestal-desk-nlp232,Single Pedestal Desk NLP232,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
sirena-lounge-chair-3371,Sirena Lounge Chair,Office Central & Brant Business Interiors,,"bestseller, industry:business, room:lounge, type:lounge",true,active
sit-stand-1,Sit Stand,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
sit-stand-adjustable-desk-riser-32-wide,"Sit Stand Adjustable Desk Riser 32"" Wide",Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
sit-stand-fellowes-lotus-dual-arm-not-included,Sit Stand Fellowes Lotus (Dual Arm not included),Business Interiors,,"industry:business, room:private-office, type:desks",true,active
sit2stand-series-sit-stand-workstation,Sit2Stand Series Sit-Stand Workstation,Business Interiors,,"industry:business, room:open-plan, type:desks",true,active
six-13-medium-back-multi-tilter,Six 13 | Medium Back Multi-Tilter,Business Interiors,,"industry:business, type:chairs",true,active
six-31-medium-back-multi-tilter-glbotg11631b,Six 31 | Medium Back Multi-Tilter  GLBOTG11631B,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
soft-pods,Soft Pods,Business Interiors,,"industry:business, type:accessories",true,active
soho-desk-single-pedestal-2-sizes,SOHO Desk Single Pedestal 2 sizes,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
solid-steel-shelving-starter-set,"Solid Steel Shelving, Starter Set",Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:storage",true,active
solo-gues-chair,SOLO GUEST CHAIR 5225SSU,Office Central & Brant Business Interiors,,"industry:business, room:reception, type:chairs",true,active
sonic-armchair-polypropylene-seat-back-6513,"Sonic™ Armchair, Polypropylene Seat & Back (6513)",Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574)",Office Central & Brant Business Interiors,,"industry:business, type:chairs",true,active
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,"Sonic™ Armless Counter Stool, Polypropylene Seat & Back (6558CS)",Office Central & Brant Business Interiors,,"bestseller, industry:business, type:chairs",true,active
sonic-bar-stools-for-42-high-tables,"Sonic Bar Stools for 42"" High Tables",Business Interiors,,"industry:business, type:chairs",true,active
sonoma,Sonoma,Business Interiors,,,true,active
sora-mesh-back-chair-6941-6942,Sora Mesh Back Chair 6941 6942,Business Interiors,,"industry:business, type:chairs",true,active
sparrow-otg10920-guest-chair,Sparrow OTG10920 Guest Chair,Business Interiors,,"industry:business, room:reception, type:chairs",true,active
sphere-power,SPHERE Power,Business Interiors,,"industry:business, type:accessories",true,active
spritz-with-arms-and-castors-6765c,Spritz with Arms and Castors 6765C,Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
square-table-x-base-3-sizes,Square Table - X-Base 3 Sizes,Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
stacking-chair-duet-glb6621,Stacking Chair Duet GLB6621,Business Interiors,,"industry:business, type:chairs",true,active
stacking-chair-popcorn-6711,Stacking Chair Popcorn 6711,Business Interiors,,"industry:business, type:chairs",true,active
stacking-chair-sas-10-plus-colours,Stacking Chair SAS (10 Plus Colours),Business Interiors,,"industry:business, type:chairs",true,active
stacking-chair-sonic-6508,Stacking Chair Sonic 6508,Business Interiors,,"industry:business, type:chairs",true,active
standard-lateral-files-2-3-4-5-drawers,"Standard Lateral Files (2,3,4 & 5 Drawers)",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
standing-desk-for-corner-desk-5,Standing Desk for Corner Desk,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
stax-stacking-chair-8-colour-options,STAX Stacking Chair 8 Colour Options,Business Interiors,,,false,archived
staxx-chair,STAXX Chair,Office Central & Brant Business Interiors,,,false,archived
storage-cabinet-credenza-72w-x-24d,"Storage Cabinet Credenza, 72""W x 24""D",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
storage-cabinet-with-doors,Storage Cabinet with Doors,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
storage-right-ff-sc-left-wardrobe,STORAGE / RIGHT FF & SC / LEFT WARDROBE,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
storage-wardrobe-unit,Storage Wardrobe Unit,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
stream-armchair-polypropylene-seat-back-2075app-1,"Stream™ Armchair, Polypropylene Seat & Back (2075APP)",Business Interiors,,"industry:business, type:chairs",true,active
stream-armless-chair-polypropylene-seat-back-2075app,"Stream™ Armless Chair, Polypropylene Seat & Back 2075APP",Business Interiors,,"industry:business, type:chairs",true,active
student-chair-4-sizes,Student Chair 4 sizes,Business Interiors,,,false,archived
student-chair-4-sizes-1,Student Chair 4 sizes,Business Interiors,,,false,archived
student-chair-4-sizes-copy,Student Chair 4 sizes,Business Interiors,,,false,archived
student-chairs-3-sizes,Student Chairs (3 sizes),Office Central & Brant Business Interiors,,"industry:educational, type:chairs",true,active
student-desk,Student Desk,Business Interiors,,"industry:educational, room:private-office, type:desks",true,active
student-desk-1,Student Desk,Business Interiors,,"industry:educational, room:private-office, type:desks",true,active
student-desk-carol-single-double-sided,Student Desk Carol Single & Double Sided,Business Interiors,,"industry:educational, room:private-office, type:desks",true,active
supra-x-chair-1,Supra X™ Chair,Business Interiors,,"industry:business, type:chairs",true,active
table-18x28,"Table - 18""x28""",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
table-29-x-28-3,"Table - 29"" x 28""",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
table-29-x-28-4,"Table - 29"" x 28""",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
table-29-x-28-5,"Table - 29"" x 28""",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
table-desk-1,Table Desk,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
table-desk-13-colour-options,Table Desk 13 Colour options,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
table-desk-height-adjustable,Table Desk Height Adjustable,Office Central & Brant Business Interiors,,"industry:business, room:private-office, type:desks",true,active
table-round-height-adjustable,Table Round Height Adjustable,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
table-tops,Table Tops (17 Shapes & Sizes),Office Central & Brant Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
tables-dolly-7,Tables Dolly,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
tables-dolly-8,Tables Dolly,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
taper-leg-table,Taper Leg Table,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
teknion-ac-boardroom,"Teknion ""AC Boardroom""",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
teknion-ac-executive,"Teknion ""AC Executive""",Business Interiors,,room:private-office,true,active
teknion-boardroom,"Teknion ""Boardroom""",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
teknion-byward,"Teknion ""Byward""",Business Interiors,,,true,active
teknion-chronicle,Teknion Chronicle,Business Interiors,,,true,active
teknion-expansion,Teknion Expansion,Business Interiors,,,true,active
teknion-glass-walls,Teknion Glass Walls,Business Interiors,,,true,active
teknion-lounge,"Teknion ""Lounge""",Business Interiors,,"industry:business, room:lounge, type:lounge",true,active
teknion-seating,Teknion Seating,Business Interiors,,"industry:business, type:chairs",true,active
teknion-zones,Teknion Zones,Business Interiors,,,true,active
temptations-office-suite,Temptations Office Suite,IOF,,"industry:business, type:desks",true,active
temptations-office-suite-copy,The Corporate Office Suite,IOF,,"industry:business, type:desks",true,active
terina-training-tables-rectangular-table-8-sizes,Terina™ Training Tables Rectangular Table 8 Sizes,Business Interiors,,"industry:business, room:training-room, type:tables",true,active
the-accord-tilter-high-back-chair-1,The Accord Tilter High Back Chair,Business Interiors,,"industry:business, type:chairs",true,active
the-corby-collection,The Corby Collection,Business Interiors,,,true,active
the-erin-armless-chair-wood-legs-gc36530,"The Erin Armless Chair, Wood Legs (GC36530)",Business Interiors,,"industry:business, type:chairs",true,active
the-foster-recliner,The Foster Recliner,Business Interiors,Recliners,"industry:healthcare, room:lounge, type:lounge",true,active
the-halifax-collection,The Halifax Collection,Business Interiors,,"industry:business, type:accessories",true,active
the-twilight-armchair-wood-veneer-back-2198ws,"The Twilight Armchair, Wood Veneer Back (2198WS)",Business Interiors,,"industry:business, type:chairs",true,active
tl-high-back-multi-tilter,TL | High Back Multi-Tilter,Business Interiors,,"industry:business, type:chairs",true,active
tl-high-back-synchro-tilter,TL | High Back Synchro-Tilter,Business Interiors,,"industry:business, type:chairs",true,active
tower-charging-station-with-usb-ports-2-colour-options,Tower Charging Station with USB ports. 2 Colour options.,Business Interiors,,"industry:business, type:accessories",true,active
training-flip-top-tables-1,Training Flip Top Tables,Business Interiors,,"bestseller, industry:business, room:training-room, type:tables",true,active
trapezoid-tables-3-sizes,Trapezoid Tables (3 Sizes),Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
trent-tilter-chair-high-back-bonded-leather-2717-4,Trent Tilter Chair High Back Bonded Leather 2717-4,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
triple-monitor-and-ipad-holder,Triple Monitor and Ipad Holder,Business Interiors,,"industry:business, type:accessories",true,active
triple-monitor-arm,Triple Monitor Arm,Business Interiors,,"industry:business, type:accessories",true,active
tritek-7472-3-chair,Tritek 7472-3 Chair,Office Central & Brant Business Interiors,,"bestseller, industry:business, type:chairs",true,active
tucana-elite-training-nesting-tables,Tucana Elite Training Nesting Tables,Business Interiors,,"industry:business, room:training-room, type:tables",true,active
two-drawer-lateral-file-nl3624lft,Two Drawer Lateral File NL3624LFT,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
u-shape-d-top-workstation,U-Shape D-Top Workstation,Business Interiors,,"industry:business, room:private-office, type:desks",true,active
u-shape-desk-nlp205,U-Shape Desk NLP205,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
u-shape-height-adjust-desk,U-Shape Height Adjust Desk,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
u-shape-height-adjustable-desk-suite-zira,U-Shape Height Adjustable Desk Suite Zira,Business Interiors,,"bestseller, industry:business, room:private-office, type:desks",true,active
u-shaped-desk-72w-x-96d,"""U"" Shaped Desk - 72""W x 96""D",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
u-shaped-desk-with-3-stage-height-adjustable-table,"""U"" Shaped Desk with 3-Stage Height Adjustable Table",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
u-shaped-suite-with-rectangular-island,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324",Business Interiors,,"industry:business, type:desks",true,active
u-shaped-suite-with-table-desk-72w-x-96d,"""U"" Shaped Suite with Table Desk - 72""W x 96""D",Business Interiors,,"industry:business, room:private-office, type:desks",true,active
ultima-adjustable-stool,Ultima Adjustable Stool,Business Interiors,,"industry:business, type:chairs",true,active
ultra-armless-high-back-tilter-black,Ultra | Armless High Back Tilter Black,Business Interiors,,,false,archived
ultra-armless-high-back-tilter-mvl11732,Ultra | Armless High Back Tilter MVL11732,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
ultra-high-back-tilter-with-arms-mvl11730,Ultra | High Back Tilter with Arms MVL11730,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
ultra-medium-back-guest-chair-with-arms-mvl11742,Ultra | Medium Back Guest Chair with Arms MVL11742,Office Central & Brant Business Interiors,,"industry:business, room:reception, type:chairs",true,active
uni-flip-training-tables-7-sizes,Flip Top Training Tables 7 Sizes,Business Interiors,,"industry:educational, room:training-room, type:tables",true,active
unisource-promeltslice-ice-melting-compound-crystal-20-kg,Unisource PromeltSlice Ice Melting Compound - Crystal - 20 kg,Business Interiors,,,false,archived
untethered-go-further-go-anywhere-by-teknion,"Untethered: go further, go anywhere by: Teknion",Business Interiors,,,true,active
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
upscale-table-1,UPSCALE Table,Business Interiors,,"bestseller, industry:business, room:boardroom, type:tables",true,active
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
vertical-fireproof-cabinets-2-3-4-drawer,"Vertical Fireproof Cabinets (2, 3 & 4 Drawer)",Business Interiors,,"industry:business, room:private-office, type:storage",true,active
vesta-power-tower,Vesta Power Tower,Business Interiors,,"industry:business, type:accessories",true,active
vion-mesh-high-back-chair-1,VION Mesh High Back Chair,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
vion-mesh-medium-back-chair,VION Mesh Medium Back Chair,Business Interiors,,,false,archived
vitrola-lounge-seating-4-size-options,Vitrola Lounge Seating (4 Size options),Office Central & Brant Business Interiors,,,true,active
wardrobe,Wardrobe,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
wardrobe-storage-cabinet-htwlevsr7218,Wardrobe / Storage Cabinet HTWLEVSR7218,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
wardrobe-with-lock,Wardrobe with Lock,Business Interiors,,"industry:business, room:private-office, type:storage",true,active
white-board-magnetic-mobile-on-wheels,White Board Magnetic (mobile) on wheels,Office Central & Brant Business Interiors,,"industry:business, type:accessories",true,active
willow-bariatric-chair,Willow Bariatric Chair,Business Interiors,,"bestseller, industry:healthcare, type:chairs",true,active
wind-lounge-seating,Wind Lounge Seating,Business Interiors,,"industry:business, room:lounge, type:lounge",true,active
wood-laminate-storage-cabinets,Wood Laminate Storage cabinets,Business Interiors,,"bestseller, industry:business, room:private-office, type:storage",true,active
work-table-at,Work Table AT,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
workstation-96-x-50-x-29-4-person-station,"Workstation - 96"" x 50"" x 29"" (4 Person Station)",Business Interiors,,"industry:business, room:open-plan, type:desks",true,active
workstation-u-shape,Workstation U Shape,Business Interiors,,,false,archived
workway-planters,WORKWAY Planters,Business Interiors,,"industry:business, type:accessories",true,active
xplorer-51-gaming-chair,XPlorer 51 Gaming Chair,Business Interiors,,"industry:business, type:chairs",true,active
yoho-armless-drafting-task-chair-stool,Yoho | Armless Drafting Task Chair Stool,Business Interiors,,"industry:business, type:chairs",true,active
yoho-medium-back-task-chair-mvl2778,Yoho | Medium Back Task Chair MVL2778,Business Interiors,,"industry:business, type:chairs",true,active
yoho-task-chairs,Yoho Task Chairs,Business Interiors,,"industry:business, type:chairs",true,active
zim-synchro-tilter-chair-high-back-mesh-mesh-back-black,Zim Synchro-Tilter Chair High Back Mesh Mesh Back,Business Interiors,,"bestseller, industry:business, type:chairs",true,active
zira-conference-table-9-sizes,Zira Conference Table - 9 Sizes,Business Interiors,,"industry:business, room:boardroom, type:tables",true,active
zira-workstation-3-person,Zira Workstation 3 Person,Business Interiors,,"industry:business, room:open-plan, type:desks",true,active
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,"Zune Tilter Chair - Black Fabric Seat - Plastic, Mesh Back - Medium Back OTG11751B",Business Interiors,,"industry:business, type:chairs",true,active
