Handle,Title,Image_Position,Filename,FAL_URL,Local_Path,Alt_Text,Prompt,Status
chevron-ultra-medium-back-multi-tilter-chair,Chevron Ultra Medium Back Multi-Tilter Chair,2,chevron-ultra-medium-back-multi-tilter-chair-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2be/o2swxiUSZDOJXFmYjqkAe.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/chevron-ultra-medium-back-multi-tilter-chair-gen-2.jpg,Chevron Ultra Medium Back Multi-Tilter Chair - Studio White,"Professional product photography of Chevron Ultra Medium Back Multi-Tilter Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
chevron-ultra-medium-back-multi-tilter-chair,Chevron Ultra Medium Back Multi-Tilter Chair,3,chevron-ultra-medium-back-multi-tilter-chair-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2be/VVOHCCp5wUPLg0R-ZV6rq.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/chevron-ultra-medium-back-multi-tilter-chair-gen-3.jpg,Chevron Ultra Medium Back Multi-Tilter Chair - Office Setting,"Chevron Ultra Medium Back Multi-Tilter Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
chevron-ultra-medium-back-multi-tilter-chair,Chevron Ultra Medium Back Multi-Tilter Chair,4,chevron-ultra-medium-back-multi-tilter-chair-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2be/o_WD8TqTrqGADfRu-PqK4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/chevron-ultra-medium-back-multi-tilter-chair-gen-4.jpg,Chevron Ultra Medium Back Multi-Tilter Chair - Detail Close-Up,"Close-up detail shot of Chevron Ultra Medium Back Multi-Tilter Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,2,basics-elora-home-office-synchro-tilter-chair-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2bf/NfbxVL0GgOrh4Gah9W45c.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-elora-home-office-synchro-tilter-chair-1-gen-2.jpg,Basics® Elora™ Home Office Synchro Tilter Chair - Studio White,"Professional product photography of Basics® Elora™ Home Office Synchro Tilter Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,3,basics-elora-home-office-synchro-tilter-chair-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2bf/kOwPSyLDyLnEkwV6pyHej.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-elora-home-office-synchro-tilter-chair-1-gen-3.jpg,Basics® Elora™ Home Office Synchro Tilter Chair - Office Setting,"Basics® Elora™ Home Office Synchro Tilter Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,4,basics-elora-home-office-synchro-tilter-chair-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2bf/ulsKPpxBBlT4TGgVEROk5.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-elora-home-office-synchro-tilter-chair-1-gen-4.jpg,Basics® Elora™ Home Office Synchro Tilter Chair - Detail Close-Up,"Close-up detail shot of Basics® Elora™ Home Office Synchro Tilter Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
basics-comfort-time-ultra-multi-tilter-big-tall-chair,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair,2,basics-comfort-time-ultra-multi-tilter-big-tall-chair-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2bf/Gax4CkQ6zt8015xoge7j9.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-comfort-time-ultra-multi-tilter-big-tall-chair-gen-2.jpg,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair - Studio White,"Professional product photography of Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
basics-comfort-time-ultra-multi-tilter-big-tall-chair,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair,3,basics-comfort-time-ultra-multi-tilter-big-tall-chair-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2bf/vyb-8L3-82kXGVkdjE_7o.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-comfort-time-ultra-multi-tilter-big-tall-chair-gen-3.jpg,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair - Office Setting,"Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
basics-comfort-time-ultra-multi-tilter-big-tall-chair,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair,4,basics-comfort-time-ultra-multi-tilter-big-tall-chair-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2bf/2kztiodaDuaa0lquiyNf5.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-comfort-time-ultra-multi-tilter-big-tall-chair-gen-4.jpg,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair - Detail Close-Up,"Close-up detail shot of Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
anda-seat-phantom-king-gaming-style-office-chair,Anda Seat Phantom King Gaming Style Office Chair,2,anda-seat-phantom-king-gaming-style-office-chair-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c0/utj59WeHgGT8mntU4Vcht.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/anda-seat-phantom-king-gaming-style-office-chair-gen-2.jpg,Anda Seat Phantom King Gaming Style Office Chair - Studio White,"Professional product photography of Anda Seat Phantom King Gaming Style Office Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
anda-seat-phantom-king-gaming-style-office-chair,Anda Seat Phantom King Gaming Style Office Chair,3,anda-seat-phantom-king-gaming-style-office-chair-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c0/TV6rv5KJsojEV2N3j_S81.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/anda-seat-phantom-king-gaming-style-office-chair-gen-3.jpg,Anda Seat Phantom King Gaming Style Office Chair - Office Setting,"Anda Seat Phantom King Gaming Style Office Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
anda-seat-phantom-king-gaming-style-office-chair,Anda Seat Phantom King Gaming Style Office Chair,4,anda-seat-phantom-king-gaming-style-office-chair-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c0/EZS75DI31oZOCpN8woDls.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/anda-seat-phantom-king-gaming-style-office-chair-gen-4.jpg,Anda Seat Phantom King Gaming Style Office Chair - Detail Close-Up,"Close-up detail shot of Anda Seat Phantom King Gaming Style Office Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,2,overtime-350-high-back-heavy-duty-multi-tilter-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c0/aCrmQrSII2lvvR1hWUJ5v.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/overtime-350-high-back-heavy-duty-multi-tilter-gen-2.jpg,Overtime 350 | High Back Heavy Duty Multi-Tilter - Studio White,"Professional product photography of Overtime 350 | High Back Heavy Duty Multi-Tilter on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,3,overtime-350-high-back-heavy-duty-multi-tilter-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c0/9Iz84ajENpWOQ149k0AQh.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/overtime-350-high-back-heavy-duty-multi-tilter-gen-3.jpg,Overtime 350 | High Back Heavy Duty Multi-Tilter - Office Setting,"Overtime 350 | High Back Heavy Duty Multi-Tilter in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,4,overtime-350-high-back-heavy-duty-multi-tilter-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c1/e3HmR3wJomZb9-nG9FSG9.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/overtime-350-high-back-heavy-duty-multi-tilter-gen-4.jpg,Overtime 350 | High Back Heavy Duty Multi-Tilter - Detail Close-Up,"Close-up detail shot of Overtime 350 | High Back Heavy Duty Multi-Tilter, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
triple-monitor-and-ipad-holder,Triple Monitor and Ipad Holder,2,triple-monitor-and-ipad-holder-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c1/EdLuE4m5RjjcBJBZdtKLg.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/triple-monitor-and-ipad-holder-gen-2.jpg,Triple Monitor and Ipad Holder - Studio White,"Professional product photography of Triple Monitor and Ipad Holder on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
triple-monitor-and-ipad-holder,Triple Monitor and Ipad Holder,3,triple-monitor-and-ipad-holder-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c1/Knt_-iLESK0L55472Olit.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/triple-monitor-and-ipad-holder-gen-3.jpg,Triple Monitor and Ipad Holder - Office Setting,"Triple Monitor and Ipad Holder in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
triple-monitor-and-ipad-holder,Triple Monitor and Ipad Holder,4,triple-monitor-and-ipad-holder-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c1/l9vfbmak5-xqN6me8C4KN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/triple-monitor-and-ipad-holder-gen-4.jpg,Triple Monitor and Ipad Holder - Detail Close-Up,"Close-up detail shot of Triple Monitor and Ipad Holder, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
supra-x-chair-1,Supra X™ Chair,2,supra-x-chair-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c1/di2chkPqfDObBUl08-JuL.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/supra-x-chair-1-gen-2.jpg,Supra X™ Chair - Studio White,"Professional product photography of Supra X™ Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
supra-x-chair-1,Supra X™ Chair,3,supra-x-chair-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c2/JnqWXaoXpO6OiQK2gLWtW.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/supra-x-chair-1-gen-3.jpg,Supra X™ Chair - Office Setting,"Supra X™ Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
supra-x-chair-1,Supra X™ Chair,4,supra-x-chair-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c2/boZ1wfawrsdKLck4tos11.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/supra-x-chair-1-gen-4.jpg,Supra X™ Chair - Detail Close-Up,"Close-up detail shot of Supra X™ Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
guest-chair-6960-moda,Guest Chair 6960 Moda,2,guest-chair-6960-moda-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c2/NJAvL5Kn5aqe4aKg-iyU6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/guest-chair-6960-moda-gen-2.jpg,Guest Chair 6960 Moda - Studio White,"Professional product photography of Guest Chair 6960 Moda on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
guest-chair-6960-moda,Guest Chair 6960 Moda,3,guest-chair-6960-moda-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c2/-WnUuNnDqMw1ayey3Hk-O.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/guest-chair-6960-moda-gen-3.jpg,Guest Chair 6960 Moda - Office Setting,"Guest Chair 6960 Moda in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
guest-chair-6960-moda,Guest Chair 6960 Moda,4,guest-chair-6960-moda-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c2/Uuz3SuHh4MwemVBCw14nU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/guest-chair-6960-moda-gen-4.jpg,Guest Chair 6960 Moda - Detail Close-Up,"Close-up detail shot of Guest Chair 6960 Moda, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest),2,basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c2/Q_GO8aO6KQ8xeA_q2XwO2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1-gen-2.jpg,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest) - Studio White,"Professional product photography of Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with  on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest),3,basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c3/Xc6LAQDwH87-DIET8PjWf.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1-gen-3.jpg,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest) - Office Setting,"Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with  in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest),4,basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c3/6vt3TpKnUEgpT1pBWHQhE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1-gen-4.jpg,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest) - Detail Close-Up,"Close-up detail shot of Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with , shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,2,two-stage-electric-height-adjustable-table-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c3/mHd4k9ORQD_PZOw_VrYI6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/two-stage-electric-height-adjustable-table-gen-2.jpg,Two-Stage Electric Height Adjustable Table - Studio White,"Professional product photography of Two-Stage Electric Height Adjustable Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,3,two-stage-electric-height-adjustable-table-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c3/f23Ib0uPoUCMksBPr4wH3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/two-stage-electric-height-adjustable-table-gen-3.jpg,Two-Stage Electric Height Adjustable Table - Office Setting,"Two-Stage Electric Height Adjustable Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,4,two-stage-electric-height-adjustable-table-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c3/ganXCK8pzWGEK5mfZPvjX.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/two-stage-electric-height-adjustable-table-gen-4.jpg,Two-Stage Electric Height Adjustable Table - Detail Close-Up,"Close-up detail shot of Two-Stage Electric Height Adjustable Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,2,heartwood-mobile-pedestal-bf-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c4/YyxpTjeGsjNw5zfR699Ms.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/heartwood-mobile-pedestal-bf-gen-2.jpg,Heartwood Mobile Pedestal BF - Studio White,"Professional product photography of Heartwood Mobile Pedestal BF on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,3,heartwood-mobile-pedestal-bf-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c4/PcU3cqnGO3Ysj4FSwKJeA.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/heartwood-mobile-pedestal-bf-gen-3.jpg,Heartwood Mobile Pedestal BF - Office Setting,"Heartwood Mobile Pedestal BF in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,4,heartwood-mobile-pedestal-bf-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c4/6uSDMxWn6FYIgC0gvkXi2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/heartwood-mobile-pedestal-bf-gen-4.jpg,Heartwood Mobile Pedestal BF - Detail Close-Up,"Close-up detail shot of Heartwood Mobile Pedestal BF, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
tucana-elite-training-nesting-tables,Tucana Elite Training Nesting Tables,2,tucana-elite-training-nesting-tables-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c4/Dg0K0SZTM0r37EYC0reHs.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/tucana-elite-training-nesting-tables-gen-2.jpg,Tucana Elite Training Nesting Tables - Studio White,"Professional product photography of Tucana Elite Training Nesting Tables on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
tucana-elite-training-nesting-tables,Tucana Elite Training Nesting Tables,3,tucana-elite-training-nesting-tables-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c4/GJajX5Rf3bDPKpdxWICHE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/tucana-elite-training-nesting-tables-gen-3.jpg,Tucana Elite Training Nesting Tables - Office Setting,"Tucana Elite Training Nesting Tables in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
tucana-elite-training-nesting-tables,Tucana Elite Training Nesting Tables,4,tucana-elite-training-nesting-tables-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c5/nu_9BoRHxnbk_oxy61YAh.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/tucana-elite-training-nesting-tables-gen-4.jpg,Tucana Elite Training Nesting Tables - Detail Close-Up,"Close-up detail shot of Tucana Elite Training Nesting Tables, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
bookcase-metal-2-size-options,Bookcase Metal 2 Size options,2,bookcase-metal-2-size-options-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c5/9nGx-aNzZxyTXVjg7_Z2S.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/bookcase-metal-2-size-options-gen-2.jpg,Bookcase Metal 2 Size options - Studio White,"Professional product photography of Bookcase Metal 2 Size options on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
bookcase-metal-2-size-options,Bookcase Metal 2 Size options,3,bookcase-metal-2-size-options-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c5/IPG75G7BNTlasrMZcL0uR.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/bookcase-metal-2-size-options-gen-3.jpg,Bookcase Metal 2 Size options - Office Setting,"Bookcase Metal 2 Size options in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
bookcase-metal-2-size-options,Bookcase Metal 2 Size options,4,bookcase-metal-2-size-options-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c5/i3zvtm2ol-OOhD_pG3D8G.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/bookcase-metal-2-size-options-gen-4.jpg,Bookcase Metal 2 Size options - Detail Close-Up,"Close-up detail shot of Bookcase Metal 2 Size options, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
otg-panels,OTG Panels,2,otg-panels-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c5/zs_bkaQGDIMOQYNnWz7oJ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg-panels-gen-2.jpg,OTG Panels - Studio White,"Professional product photography of OTG Panels on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
otg-panels,OTG Panels,3,otg-panels-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c5/TzMwcQ3aLlTIeJponkXz1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg-panels-gen-3.jpg,OTG Panels - Office Setting,"OTG Panels in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
otg-panels,OTG Panels,4,otg-panels-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c6/BV_5L6eb7c08jrNlIKmQt.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg-panels-gen-4.jpg,OTG Panels - Detail Close-Up,"Close-up detail shot of OTG Panels, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
willow-bariatric-chair,Willow Bariatric Chair,2,willow-bariatric-chair-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c6/9A7NRFq25PcEbi2Hz1pRi.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/willow-bariatric-chair-gen-2.jpg,Willow Bariatric Chair - Studio White,"Professional product photography of Willow Bariatric Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
willow-bariatric-chair,Willow Bariatric Chair,3,willow-bariatric-chair-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c6/WIjhacWsmUqz81FlMEj1k.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/willow-bariatric-chair-gen-3.jpg,Willow Bariatric Chair - Office Setting,"Willow Bariatric Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
willow-bariatric-chair,Willow Bariatric Chair,4,willow-bariatric-chair-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c6/i3NXpcmPb4a18kO8ZY4LR.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/willow-bariatric-chair-gen-4.jpg,Willow Bariatric Chair - Detail Close-Up,"Close-up detail shot of Willow Bariatric Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
bar-height-table,Bar Height Table,2,bar-height-table-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c6/S3OaQ12wOKZsnKAIzif8k.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/bar-height-table-gen-2.jpg,Bar Height Table - Studio White,"Professional product photography of Bar Height Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
bar-height-table,Bar Height Table,3,bar-height-table-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c7/CSStPC-9waXfqXb4hy5y1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/bar-height-table-gen-3.jpg,Bar Height Table - Office Setting,"Bar Height Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
bar-height-table,Bar Height Table,4,bar-height-table-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c7/mgm55UkZ7NeD-SqYCnDZq.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/bar-height-table-gen-4.jpg,Bar Height Table - Detail Close-Up,"Close-up detail shot of Bar Height Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
desk-shells,Desk Shells,2,desk-shells-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2c7/0ccFnMHyUYOKIvCGYGq6Y.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/desk-shells-gen-2.jpg,Desk Shells - Studio White,"Professional product photography of Desk Shells on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
desk-shells,Desk Shells,3,desk-shells-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2c7/KKivZlhsUIEZRsLixyzER.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/desk-shells-gen-3.jpg,Desk Shells - Office Setting,"Desk Shells in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
desk-shells,Desk Shells,4,desk-shells-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2c7/Dxc8HnpjDw2pcU5Tacuz4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/desk-shells-gen-4.jpg,Desk Shells - Detail Close-Up,"Close-up detail shot of Desk Shells, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
