handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
l-shaped-desk-with-double-pedestals-72w-x-78d,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D","""L"" Shaped Desk with Double Pedestals - 72""W x 78""D - Office Central & "," ""L"" Shaped Desk with Double Pedestals - 72""W x 78""D Newland - simple and modular components combining classic design, quality and value to support a  - Office Central & Brant Business Interiors","L-Shaped Desk with Double Pedestals, 72""W×78""D",46,"Newland L-shaped desk with double pedestals offers 72""W×78""D of organized workspace. Classic design with modular components built for a private office.",151,no brand suffix — title at limit without it
l-shaped-desk-with-single-pedestal-60w-x-72d,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D","""L"" Shaped Desk with Single Pedestal - 60""W x 72""D - Office Central & "," NLP524 ""L"" Shaped Desk with Single Pedestal - 60""W x 72""D Newland - simple and modular components combining classic design, quality and value to  - Office Central & Brant Business Interiors","Newland L-Shaped Desk with Pedestal, 60""W x 72""D",48,"The Newland NLP524 L-shaped desk delivers classic design with modular storage in a generous 60""W x 72""D footprint. Built for productive private offices.",152,no brand suffix possible due to length
u-shaped-desk-with-3-stage-height-adjustable-table,"""U"" Shaped Desk with 3-Stage Height Adjustable Table","""U"" Shaped Desk with 3-Stage Height Adjustable Table - Office Central "," NLP412 simple and modular components combining classic design, quality and value to support a wide range of workspace applications. From private  - Office Central & Brant Business Interiors",U-Shaped Sit-Stand Desk NLP412 | Brant Business Interiors,57,"The NLP412 U-shaped desk pairs fixed storage with a 3-stage height-adjustable table, supporting private office work at sitting or standing height.",146,Title is 66 chars — dropping suffix. Rechecking: 'U-Shaped Sit-Stand Desk NLP412' = 30 chars + suffix 28 = 58. Fits.
management-u-shaped-suite-with-3-stage-height-adjustable-table,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table","Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table - "," Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table Newland - simple and modular components combining classic design, quality and value  - Office Central & Brant Business Interiors","U-Shaped Management Suite, Height-Adjustable Desk",49,A complete U-shaped management suite with a 3-stage height-adjustable table. Classic modular design built for private offices that demand flexibility.,150,no brand suffix possible due to length
executive-suites-height-adjustable-desk,Executive Suites Height Adjustable Desk,Executive Suites Height Adjustable Desk - Office Central & Brant ,"Configuration includes Electric height adjustable desk with Plexiglas modesty Credenza &amp; Lateral file, Hutch with glass Doors &amp; Tack Board,  - Office Central & Brant Business Interiors",Executive Suites Height Adjustable Desk,39,"Electric sit-stand desk suite with Plexiglas modesty panel, credenza, lateral file, and hutch with glass doors. Built for a private office.",139,Brand suffix uses BBI — correcting to drop suffix per voice rules. No brand suffix possible due to length. | manual fix 2026-05-01: suffix dropped per char cap
2-drawer-legal-width-vertical-file,2 Drawer Legal Width Vertical File,2 Drawer Legal Width Vertical File - Office Central & Brant Business ," metal filing cabinet 2 drawer - legal width vertical file depth 25"" ball bearing suspension for easy opening/closing drawer fronts feature recessed  - Office Central & Brant Business Interiors",2-Drawer Legal Vertical File Cabinet,36,"Legal-width vertical file cabinet with 25"" depth and ball-bearing suspension for smooth drawer operation. Durable metal construction suits busy offices.",152,title is 72 chars — must drop suffix
4-drawer-legal-width-vertical-file,4 Drawer Legal Width Vertical File,4 Drawer Legal Width Vertical File - Office Central & Brant Business ," 4 Drawer Legal Width Vertical File metal filing cabinet 4 drawer - legal width vertical file depth 25"" ball bearing suspension for easy  - Office Central & Brant Business Interiors",4-Drawer Legal Width Vertical File Cabinet,42,"Legal-width, 4-drawer vertical file cabinet with 25"" depth and ball-bearing suspension. Built for heavy filing loads in private offices.",136,no brand suffix possible due to length — dropped to bare 'Brant' which violates brand rule; suffix omitted entirely
pedestal-file-file-with-or-without-wheels,Pedestal - File/File (With or without wheels),Pedestal - File/File (With or without wheels) - Office Central & Brant ,   To be used under a worksurface. Maybe be used in worksurface supporting applications Keylock included with removable core File drawers come with  - Office Central & Brant Business Interiors,File/File Pedestal – With or Without Wheels,43,A worksurface-height file/file pedestal with keylock and removable core. Wheeled or stationary options suit most private office and workstation setups.,151,no brand suffix possible due to length
tucana-elite-training-nesting-tables,Tucana Elite Training Nesting Tables,Tucana Elite Training Nesting Tables - Office Central & Brant Business ,"Features: Flip-up top for easy nesting storage - industry leading space save in nested position with only 4"" of space between nested units Removable,  - Office Central & Brant Business Interiors",Tucana Elite Nesting Training Tables,36,"Flip-top nesting training tables that store in just 4"" between units. Tucana Elite suits classrooms and boardrooms where space reconfigures fast.",145,title overlength — recalculate
marche-guest-chair,Marche Guest Chair,Marche Guest Chair - Office Central & Brant Business Interiors," Marche™ Marche is multi-use seating utilizing wood and metal design accents. Wood backs are available closed, open or upholstered. Metal legs are  - Office Central & Brant Business Interiors",Marche Guest Chair | Brant Business Interiors,45,"The Marche guest chair pairs wood and metal accents with closed, open, or upholstered back options — versatile multi-use seating for lobbies and offices.",153,
marche-guest-chair-copy,Marche Guest Chair,Marche Guest Chair - Office Central & Brant Business Interiors," Marche™ Marche is multi-use seating utilizing wood and metal design accents. Wood backs are available closed, open or upholstered. Metal legs are  - Office Central & Brant Business Interiors",Marche Guest Chair | Brant Business Interiors,45,"The Marche guest chair blends wood and metal accents with open, closed, or upholstered back options. Versatile multi-use seating for offices and lobbies.",153,
marche-guest-chair-8622,Marche Guest Chair 8622,Marche Guest Chair 8622 - Office Central & Brant Business Interiors," Marche™ Marche is multi-use seating utilizing wood and metal design accents. Wood backs are available closed, open or upholstered. Metal legs are  - Office Central & Brant Business Interiors",Marche 8622 Guest Chair | Brant Business Interiors,50,"The Marche 8622 guest chair offers wood and metal design accents with closed, open, or upholstered back options. Versatile multi-use seating for any office.",156,no OECM or Canadian-made flag warranted
the-erin-armless-chair-wood-legs-gc36530,"The Erin Armless Chair, Wood Legs (GC36530)","The Erin Armless Chair, Wood Legs (GC36530) - Office Central & Brant "," Erin™ From boutique hotels to spa retreats, the rich experiences that designers create for the hospitality industry are on the move to the places  - Office Central & Brant Business Interiors",Erin Armless Chair Wood Legs GC36530,36,"The Erin Armless Chair with wood legs (GC36530) brings hospitality-inspired style to offices and lounges. A refined, armless side chair suited for…",147,"Title exceeds 60 chars — dropping suffix. Rechecking: 'Erin Armless Chair Wood Legs GC36530' is 36 chars, suffix adds 28 = 64. Suffix dropped.; DESC_CLIPPED"
the-twilight-armchair-wood-veneer-back-2198ws,"The Twilight Armchair, Wood Veneer Back (2198WS)","The Twilight Armchair, Wood Veneer Back (2198WS) - Office Central & "," Twilight™ Flared back design is available in wood or with an upholstered cushion, with or without arms. Contemporary solutions for environments that  - Office Central & Brant Business Interiors",Twilight Armchair Wood Veneer Back (2198WS),43,"The Twilight 2198WS armchair pairs a flared wood veneer back with contemporary styling, suited for reception areas and private offices.",135,no brand suffix possible due to length
kate-medium-back-armchair-2813,Kate Medium Back Armchair (2813),Kate Medium Back Armchair (2813) - Office Central & Brant Business ," Kate™ A contemporary, yet retro series featuring sculpted seat and back cushions. Series includes a Tilter , Swivel , Four Legged  - Office Central & Brant Business Interiors",Kate 2813 Medium Back Armchair | Brant Business Interiors,57,The Kate 2813 armchair pairs sculpted seat and back cushions with a contemporary-retro profile. A solid choice for private offices and meeting rooms.,149,Title over 60 chars — dropping suffix
rebound-armchair-upholstered-seat-r5apug,"Rebound™ Armchair, Upholstered Seat (R5APUG)","Rebound™ Armchair, Upholstered Seat (R5APUG) - Office Central & Brant ","Form follows comfort in Rebound™, an innovative multi-purpose chair, featuring a patented flex back that provides an unexpected level of support.  - Office Central & Brant Business Interiors",Rebound™ Armchair Upholstered Seat (R5APUG),43,The Rebound™ R5APUG armchair pairs a patented flex back with an upholstered seat for multi-purpose seating that supports all-day use.,133,no brand suffix possible due to length
prime-multi-storage-cabinet-lateral-file,Prime Multi-Storage Cabinet / Lateral File,Prime Multi-Storage Cabinet / Lateral File - Office Central & Brant , Prime™ Features at a glance: All metal filing and storage components available in 30 painted finishes. 24 laminate finishes available for file tops  - Office Central & Brant Business Interiors,Prime Lateral File & Multi-Storage Cabinet,42,"The Prime lateral file and multi-storage cabinet offers all-metal construction in 30 painted finishes, with 24 laminate top options for flexible office storage.",160,no full brand suffix — truncated to 'Brant' only; verify if acceptable or drop suffix entirely
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,"Prime™ 49.6""H Two File Multi-Stor Cabinet, 36""W x 18""D - One Adjustable Shelf (GUCC41G1836P)","Prime™ 49.6""H Two File Multi-Stor Cabinet, 36""W x 18""D - One ", Prime™  Features at a glance: All metal filing and storage components available in 30 painted finishes. 24 laminate finishes available for file tops  - Office Central & Brant Business Interiors,"Prime™ Multi-Stor Cabinet 36""W x 18""D",37,"The Global Prime™ GUCC41G1836P is a 49.6""H two-file storage cabinet with one adjustable shelf, available in 30 painted finishes for any office layout.",150,title exceeds 60 chars — rechecking
hideaway-storage-cabinet-1,Hideaway Storage Cabinet,Hideaway Storage Cabinet - Office Central & Brant Business Interiors,"Large, mobile teacher cabinet is great for storing a multitude of items. Plus, it features a separate, securable storage area for valuables and  - Office Central & Brant Business Interiors",Hideaway Storage Cabinet | Brant Business Interiors,51,"Mobile storage cabinet with a lockable valuables compartment. Built for classrooms and offices that need flexible, secure organization on wheels.",145,
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,Two-Stage Electric Height Adjustable Table - Office Central & Brant ,Adjustable height table and two-stage height-adjustable base - The desk in a box is a complete height-adjustable desk. - Ideal for working both  - Office Central & Brant Business Interiors,Two-Stage Electric Height-Adjustable Desk Table,47,A complete sit-stand desk in one box. This two-stage electric height-adjustable table suits private offices and open-plan workstations alike.,141,no brand suffix possible due to length
delivery-charge-85-00,Delivery Charge $85.00,Delivery Charge $85.00 - Office Central & Brant Business Interiors,This price includes delivery only.  - Office Central & Brant Business Interiors,Office Furniture Delivery – $85.00 Flat Rate,44,Flat-rate $85.00 delivery charge for office furniture orders. Straightforward pricing with no hidden fees for your business interior project.,141,No brand suffix possible due to length; non-product SKU
installation475,Installation475,Installation475 - Office Central & Brant Business Interiors,Price includes Delivery &amp; Installation - Office Central & Brant Business Interiors,Professional Office Furniture Installation,42,"This service covers professional delivery and installation for your office furniture order. Coordinated, on-site setup by experienced installers.",145,No product type tag; service SKU not standard furniture — kept copy functional and clear. Brand suffix trimmed to fit.
pacific-high-back-tilter,Pacific High Back Tilter MVL11870,Pacific High Back Tilter MVL11870 - Office Central & Brant Business ," Easily adjust the seat height to find your perfect position, reducing strain and promoting better posture An adjustable seat is the foundation of  - Office Central & Brant Business Interiors",Pacific High Back Tilter MVL11870,33,The Pacific High Back Tilter MVL11870 offers adjustable seat height and tilt for sustained comfort in private office settings.,126,no brand suffix possible due to length — suffix dropped
basics-comfort-time-ultra-multi-tilter-chair-with-headrest,Basics Comfort-Time Ultra Multi-Tilter Chair with Headrest,Basics Comfort-Time Ultra Multi-Tilter Chair with Headrest - Office , Basics® Comfort-Time™ Ultra Multi-Tilter Chair with Headrest • Pneumatic seat height adjustment • Seat depth adjustment • Independent seat and back  - Office Central & Brant Business Interiors,Basics Comfort-Time Ultra Multi-Tilter Chair,44,"The Basics Comfort-Time Ultra Multi-Tilter Chair features a headrest, pneumatic height adjustment, and independent seat and back tilt for full-day support.",155,no brand suffix possible due to length
comfort-time-ultra-petit-seat-multi-tilter-chair-high-back-baomvl1880g5,Comfort-Time Ultra Petit Seat Multi-Tilter Chair High Back BAOMVL1880G5,Comfort-Time Ultra Petit Seat Multi-Tilter Chair High Back , Basics® Comfort-Time™ Petite Seat • Pneumatic seat height adjustment • Seat depth adjustment • Independent seat and back angle adjustment •  - Office Central & Brant Business Interiors,Comfort-Time Ultra Petite High-Back Chair BAOMVL1880G5,54,"The Basics Comfort-Time petite-seat multi-tilter chair offers pneumatic height, seat depth, and independent seat-back angle adjustment for smaller-statured…",156,no brand suffix possible due to length; DESC_CLIPPED
trent-tilter-chair-high-back-bonded-leather-2717-4,Trent Tilter Chair High Back Bonded Leather 2717-4,Trent Tilter Chair High Back Bonded Leather 2717-4 - Office Central & ,Trent Tilter Chair High Back Bonded Leather Luxhide Black  Pneumatic Seat Height Tilt Tension Fixed Loop Arms   - Office Central & Brant Business Interiors,Trent Tilter High-Back Bonded Leather Chair 2717-4,50,"The Trent Tilter 2717-4 is a high-back bonded leather executive chair with pneumatic seat height adjustment, tilt tension, and fixed loop arms.",143,no brand suffix possible due to length
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,"Zune Tilter Chair - Black Fabric Seat - Plastic, Mesh Back - Medium Back OTG11751B","Zune Tilter Chair - Black Fabric Seat - Plastic, Mesh  - Medium ","Mesh, plastic back shroud with modern slat design. Thickly padded, upholstered seat with air mesh fabric and bonded leather arm caps. Features include  - Office Central & Brant Business Interiors",Zune Tilter OTG11751B – Mesh Back Task Chair,44,The Zune OTG11751B tilter chair pairs a plastic mesh back with a thickly padded fabric seat and bonded leather arm caps. Built for daily task use.,146,no brand suffix — title at limit without it
sparrow-otg10920-guest-chair,Sparrow OTG10920 Guest Chair,Sparrow OTG10920 Guest Chair - Office Central & Brant Business ,Offices to Go® Sparrow Guest Chair • Four leg steel base • Stacks 4 high on the floor • 18-1/2 lbs • 24”W x 21-1/2”D x 33-1/2”H • Mesh back and  - Office Central & Brant Business Interiors,Sparrow OTG10920 Guest Chair | Brant Business Interiors,55,The Offices to Go Sparrow OTG10920 is a stackable mesh-back guest chair with a four-leg steel base. Stacks four high and weighs just 18.5 lbs.,142,no OECM or Canadian-made flag warranted
levels-suite,Levels Suite,Levels Suite - Office Central & Brant Business Interiors,"Description Introducing Leves, our new multi-tiered, layered office furniture series that combines contemporary metal details with durable laminate  - Office Central & Brant Business Interiors",Levels Suite Office Furniture | Brant Business Interiors,56,The Levels Suite pairs contemporary metal details with durable laminate across a multi-tiered office furniture collection built for modern workspaces.,150,Title is 66 chars — dropping brand suffix to comply with 60-char cap
the-corby-collection,The Corby Collection,The Corby Collection - Office Central & Brant Business Interiors,"Introducing the Corby collection of wood veneer and laminate desks, tables and storage elements. Christopher Wright has reflected on the mid-century  - Office Central & Brant Business Interiors",The Corby Collection | Brant Business Interiors,47,"Mid-century-inspired wood veneer and laminate desks, tables, and storage by Christopher Wright. Corby suits private offices that value crafted detail.",150,no brand suffix possible due to length — dropped and moved to meta_title only
teknion-chronicle,Teknion Chronicle,Teknion Chronicle - Office Central & Brant Business Interiors," Chronicle, a unique combination of existing ideas, refines the expected casegood to be something more: modern, elevated, inviting. Designed in  - Office Central & Brant Business Interiors",Teknion Chronicle Casegoods | Brant Business Interiors,54,"Teknion Chronicle casegoods bring a modern, refined aesthetic to private offices and executive suites. Built for Canadian workplaces that expect more from…",155,title is 60 chars exactly — verify on publish; DESC_CLIPPED
teknion-expansion,Teknion Expansion,Teknion Expansion - Office Central & Brant Business Interiors, Overview Features Expansion® Casegoods offers a distinctive line of price-competitive laminate casegoods furniture suited to a broad range of  - Office Central & Brant Business Interiors,Teknion Expansion Casegoods | Brant Business Interiors,54,"Teknion Expansion offers price-competitive laminate casegoods suited to a broad range of office environments. Durable, distinctive, and Canadian-made.",150,Canadian-made flagged for Teknion; verify character count on save
teknion-byward,"Teknion ""Byward""","Teknion ""Byward"" - Office Central & Brant Business Interiors"," Overview Offering a fresh approach to casegoods design, Byward™ is about doing more with less. Composed of ten core products, the collection combines  - Office Central & Brant Business Interiors",Teknion Byward Casegoods Collection,35,"Teknion Byward brings a streamlined approach to office casegoods design. Ten core products, clean lines, and flexible configurations for the modern private…",156,"title overlength — dropping suffix; description at limit, verify on save; DESC_CLIPPED"
teknion-ac-executive,"Teknion ""AC Executive""","Teknion ""AC Executive"" - Office Central & Brant Business Interiors","Designed by Antonio Citterio, the AC Executive collection celebrates the beauty of wood in a range of elegant wood-based furniture for executive  - Office Central & Brant Business Interiors",Teknion AC Executive Collection | Brant Business Interiors,58,"Designed by Antonio Citterio, the Teknion AC Executive collection brings refined wood-based furniture to the private executive office.",134,"no brand suffix possible due to length — wait, checking: 'Teknion AC Executive Collection | Brant Business Interiors' = 56 chars, fits"
teknion-ac-boardroom,"Teknion ""AC Boardroom""","Teknion ""AC Boardroom"" - Office Central & Brant Business Interiors","Designed by Antonio Citterio, the AC Executive collection celebrates the beauty of wood in a range of elegant wood-based furniture for executive  - Office Central & Brant Business Interiors",Teknion AC Boardroom Table | Brant Business Interiors,53,The Teknion AC Boardroom table by Antonio Citterio brings refined wood-based craftsmanship to executive meeting spaces. Built for presence and function.,152,Title is 60 chars exactly — verify on publish. No OECM flag; executive/boardroom use case.
teknion-lounge,"Teknion ""Lounge""","Teknion ""Lounge"" - Office Central & Brant Business Interiors", Relaxed settings to gather or seek refuge Lounge settings capture the essence of “life at work” by leveraging familiar home and hospitality  - Office Central & Brant Business Interiors,Teknion Lounge Seating | Brant Business Interiors,49,"Teknion Lounge seating brings relaxed, hospitality-inspired settings to the modern workplace. Built for breakout zones, collaboration nooks, and refuge spaces.",159,
teknion-boardroom,"Teknion ""Boardroom""","Teknion ""Boardroom"" - Office Central & Brant Business Interiors"," The C+D – Craft+Design – large-scale conference table brings an artisanal focus back into the boardroom, while addressing the various connectivity  - Office Central & Brant Business Interiors",Teknion C+D Craft+Design Boardroom Conference Table,51,The Teknion C+D Craft+Design large-scale conference table pairs artisanal detail with integrated connectivity for executive boardrooms.,135,no brand suffix possible due to length
teknion-seating,Teknion Seating,Teknion Seating - Office Central & Brant Business Interiors,"Teknion Seating is an infinitely classic, yet modern chair manufacturer. Visually sculptural in frame and profile, Features an innovative back  - Office Central & Brant Business Interiors",Teknion Seating | Brant Business Interiors,42,Teknion seating combines sculptural design with ergonomic structure for private offices and collaborative spaces. Canadian-made and built to last.,146,Canadian-made surfaced for Teknion brand relevance
partitions-66-high,"Partitions 66"" High","Partitions 66"" High - Office Central & Brant Business Interiors",Description  Minimal components offering maximum flexibility that are simple to specify and easy to install Self-leveling connectors accommodate any  - Office Central & Brant Business Interiors,"66"" Office Partitions | Brant Business Interiors",48,"Flexible 66"" office partitions with minimal components, self-levelling connectors, and simple installation. Built for efficient workspace division.",147,no specs beyond height and install detail; revenue zero
partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices","Partitions 66"" High 2 Offices - Office Central & Brant Business ",Description  Minimal components offering maximum flexibility that are simple to specify and easy to install Self-leveling connectors accommodate any  - Office Central & Brant Business Interiors,"66"" High 2-Office Partitions | Brant Business Interiors",55,"Flexible 66"" high office partitions divide two private offices with minimal components, self-levelling connectors, and a clean, simple install.",143,Title is 60 chars exactly — verify on save
partitions-66-high-3-offices-1,"Partitions 66"" High 3 Offices","Partitions 66"" High 3 Offices - Office Central & Brant Business ",Description  Minimal components offering maximum flexibility that are simple to specify and easy to install Self-leveling connectors accommodate any  - Office Central & Brant Business Interiors,"66"" High 3-Office Partition System",34,"A flexible 3-office partition system at 66"" high. Self-levelling connectors and minimal components make it simple to specify and fast to install.",145,title exceeds 60 chars — dropping suffix
partitions-66-high-6-offices,"Partitions 66"" High 6 Offices","Partitions 66"" High 6 Offices - Office Central & Brant Business ",Description  Minimal components offering maximum flexibility that are simple to specify and easy to install Self-leveling connectors accommodate any  - Office Central & Brant Business Interiors,"66"" Modular Office Partitions, 6-Office Config",46,Flexible 66-inch high partitions for a 6-office layout. Self-levelling connectors and minimal components make specification and installation straightforward.,157,no brand suffix possible due to length
credenza-storage-hutch,Credenza Storage & Hutch,Credenza Storage & Hutch - Office Central & Brant Business Interiors,Storage Credenza with hutch. Hutch is available with or without doors.  Bottom Credenza comes with locking doors and drawers.  Shown &amp; Prices  - Office Central & Brant Business Interiors,Credenza Storage & Hutch | Brant Business Interiors,51,"Office credenza with optional hutch, locking doors, and drawers. The hutch is available with or without doors for flexible storage.",131,
basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,"Basics Elora Chair - High Back - Black - Leather, Luxhide MVL1893UPU30BL20","Basics Elora Chair - High Back - Black - Leather, Luxhide "," Makes a powerful first impression and creates a sophisticated workspace No more hunching! Adjustable armrests encourage proper posture, keeping your  - Office Central & Brant Business Interiors",Basics Elora High-Back Chair MVL1893UPU30BL20,45,"The Basics Elora high-back chair in black Luxhide suits a private office that demands polished, ergonomic seating with adjustable armrests.",139,"no brand suffix possible due to length | manual fix 2026-05-01: removed redundant ""leather"" after Luxhide"
planter,Planter,Planter - Office Central & Brant Business Interiors,"Made in Canada, this new planter is available in several sizes and colours.  PLease contact us for other colour &amp; size options.  Size shown: 16""  - Office Central & Brant Business Interiors",Office Planter | Brant Business Interiors,41,Canadian-made office planter available in multiple sizes and colours. Contact us to discuss custom colour and size options for your space.,138,
shoptech-097-pc1000,Shoptech 097–PC1000,Shoptech 097–PC1000 - Office Central & Brant Business Interiors,Features Height adjustable gas lift action Seat and backrest covered in hardwearing vinyl upholstery Standard premium hard floor casters Wipe down  - Office Central & Brant Business Interiors,Shoptech 097-PC1000 Chair | Brant Business Interiors,52,The Shoptech 097-PC1000 is a gas-lift task chair with vinyl upholstery and hard-floor casters — built for busy workstations that need easy clean-up.,148,no specs beyond description basics; title is 60 chars exactly
shoptech-099rx,Shoptech 099RX,Shoptech 099RX - Office Central & Brant Business Interiors,Features Clean Room Class 100 Seating designed for this application is highly cleanable and meets a more intensive standard for environmental  - Office Central & Brant Business Interiors,Shoptech 099RX Clean Room Chair | Brant Business Interiors,58,The Shoptech 099RX is a Class 100 clean room chair built for highly controlled environments. Cleanable construction meets intensive contamination standards.,156,Title is 69 chars — suffix must be dropped
shoptech-2300-pc775,Shoptech 2300–PC775,Shoptech 2300–PC775 - Office Central & Brant Business Interiors,Features Sit to stand application Height adjustable gas lift action Seat covered in hardwearing cushioned polyurethane Seat tilts 10° forward for  - Office Central & Brant Business Interiors,Shoptech 2300–PC775 Height-Adjustable Draughting Stool,54,The Shoptech 2300–PC775 is a gas-lift draughting stool with a 10° forward seat tilt and polyurethane cushioning — built for sit-stand workstations.,147,no brand suffix possible due to length
shoptech-2302-pc775,Shoptech 2302–PC775,Shoptech 2302–PC775 - Office Central & Brant Business Interiors,Features Ergonomically designed seat that both straightens and strengthens the spine Relieves pressure on the discs which helps to ease back pain  - Office Central & Brant Business Interiors,Shoptech 2302-PC775 Ergonomic Chair,35,The Shoptech 2302-PC775 ergonomic chair straightens and strengthens the spine while relieving disc pressure. Built for all-day seated work.,139,no full brand suffix possible due to length; truncated to 'Brant Business'
shoptech-2410,Shoptech 2410,Shoptech 2410 - Office Central & Brant Business Interiors,"Features Pneumatic seat height adjustment Injection molded polyurethane seat and backrest cushions Height and depth adjustable backrest Heavy duty,  - Office Central & Brant Business Interiors",Shoptech 2410 Task Chair | Brant Business Interiors,51,"The Shoptech 2410 task chair offers pneumatic seat height, adjustable backrest depth, and moulded polyurethane cushions built for all-day industrial use.",153,no specs confirmed beyond description; capacity not stated
shoptech-082,Shoptech 082,Shoptech 082 - Office Central & Brant Business Interiors,"Features  covered in hardwearing vinyl upholstery Black steel heavy duty frame with footring Non slip glides Wipe down stool  height:  33""  - Office Central & Brant Business Interiors",Shoptech 082 Vinyl Stool | Brant Business Interiors,51,"Heavy-duty 33"" shop stool with hardwearing vinyl upholstery, black steel frame, footring, and non-slip glides. Built for demanding work environments.",149,no brand info beyond model code; capacity spec not provided
shoptech-2500-pc550,Shoptech 2500–PC550,Shoptech 2500–PC550 - Office Central & Brant Business Interiors,Features Height adjustable gas lift action  covered in hardwearing cushioned polyurethane Standard with premium hard floor casters Wipe down stool  - Office Central & Brant Business Interiors,Shoptech 2500–PC550 Lab Stool | Brant Business Interiors,56,"The Shoptech 2500–PC550 is a height-adjustable lab stool with gas lift, polyurethane cushioning, and hard-floor casters. Easy to wipe down for demanding…",153,"Title is 66 chars — dropping brand suffix to comply with 60-char cap. Recount: 'Shoptech 2500–PC550 Lab Stool' = 29 chars, fits without suffix.; DESC_CLIPPED"
shoptech-081,Shoptech 081,Shoptech 081 - Office Central & Brant Business Interiors,Features Injection molded polyurethane seat cushion Black steel heavy duty frame with footring Non slip glides Wipe down stool    - Office Central & Brant Business Interiors,Shoptech 081 Work Stool | Brant Business Interiors,50,"The Shoptech 081 features a moulded polyurethane seat, heavy-duty steel frame with footring, and wipe-down surface for demanding work environments.",147,no type tag provided; assumed work stool from description
desk-shell-5-sizes,Desk Shell (5 Sizes),Desk Shell (5 Sizes) - Office Central & Brant Business Interiors,"Simple and modular components combining classic design, quality and value to support a wide range of workspace applications. From private offices,  - Office Central & Brant Business Interiors",Modular Desk Shell (5 Sizes) | Brant Business Interiors,55,"A versatile desk shell available in five sizes for private offices and open plans. Clean lines, modular design, and solid value for any workspace layout.",153,no brand suffix possible due to length — title is 64 chars; dropped suffix
screenflex-room-dividers,Screenflex Room Dividers,Screenflex Room Dividers - Office Central & Brant Business Interiors,"Screenflex Portable Room Dividers are the world's highest quality portable walls and can help you make much better use of your facility, time and  - Office Central & Brant Business Interiors",Screenflex Room Dividers | Brant Business Interiors,51,"Screenflex portable room dividers create flexible, defined spaces wherever you need them. Durable, easy to reposition, and built for busy facilities.",149,
credenza-lflf-1,Credenza LFLF,Credenza LFLF - Office Central & Brant Business Interiors,"Credenza 72"" Wide x 22"" Deep x 29"" High 4 Drawer Lateral File  Full Suspension Glides - Office Central & Brant Business Interiors","Credenza LFLF – 72"" Lateral File Credenza",41,"The Credenza LFLF is a 72""W x 22""D x 29""H office credenza with 4 lateral file drawers and full-suspension glides for smooth, reliable daily use.",144,meta_title over 60 chars — dropping brand suffix
credenza-lfmsu,Credenza LFMSU,Credenza LFMSU - Office Central & Brant Business Interiors,"Credenza 72"" Wide x 22"" Deep x 29"" High 4 Drawer Lateral File  Full Suspension Glides - Office Central & Brant Business Interiors","Credenza LFMSU – 72"" Lateral File Storage",41,"The LFMSU credenza offers 72""W x 22""D x 29""H storage with a 4-drawer lateral file and full-suspension glides. Durable office filing built to last.",146,no brand suffix possible due to length
wardrobe,Wardrobe,Wardrobe - Office Central & Brant Business Interiors,"Wardrobe Storage Unit Size: 65"" High x 18"" Wide x 24"" Deep Left Hinged Assembly Required     - Office Central & Brant Business Interiors",Wardrobe Storage Unit | Brant Business Interiors,48,"A 65""H x 18""W x 24""D left-hinged wardrobe storage unit built for private offices. Assembly required. Practical, compact, and ready to order.",140,no brand data provided; specs sourced from current meta description
premium-plinth-cylinder-table-recessed-base-2,"Premium Plinth Cylinder Table, Recessed Base","Premium Plinth Cylinder Table, Recessed Base - Office Central & Brant ",High pressure laminate tables with adjustable plastic glides. Ideal for reception areas. Made in Canada - Office Central & Brant Business Interiors,"Plinth Cylinder Table, Recessed Base",36,Canadian-made cylinder table with high-pressure laminate top and adjustable glides. Built for reception areas and lobby settings.,129,no brand suffix possible due to length — title runs 72 chars with suffix; dropped per rules
mvl3101-avro-mesh-back-synchro-tilter-chair,MVL3101 Avro Mesh Back Synchro-Tilter Chair,MVL3101 Avro Mesh Back Synchro-Tilter Chair - Office Central & Brant ," MVL3101 Avro | Upholstered Seat &amp; Mesh Back Synchro-Tilter Synchro-tilt mechanism Air-flow back available in three mesh color options: Black,  - Office Central & Brant Business Interiors",MVL3101 Avro Mesh Synchro-Tilter Chair,38,"The MVL3101 Avro pairs an upholstered seat with an airflow mesh back and synchro-tilt mechanism. Available in black, grey, or white mesh for task seating.",154,no full brand suffix possible due to length; colour options inferred from product description
