product_id,product_handle,current_title,current_vendor,current_body_first_200,detected_manufacturer,classification,confidence,confidence_tier,primary_signal,evidence_summary,recommended_vendor_correction,sub_brand_detected,decision,product_type,sku_sample,sku_prefix,barcode_sample,ambiguous_prefix
9822327505209,laminate-lockers-1,Laminate lockers,Brant Business Interiors,"Canadian Made wood or solid colour lockers. Available in many shapes and sizes. Size: 72""H x 16'W x 21""D (Available in other sizes) 4 Week Lead Time",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-Lock#003) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-Lock#003)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-Lock#003,IOF,,
9822363451705,dolly-for-sonic-chairs-6517ws,Dolly for sonic chairs — 6517WS,Brant Business Interiors,This dolly is made specifically for the Sonic line of seating. Dimensions: W23.25 x D24.75 x H12.25 IN.,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
9822444749113,delivery-charge-65,Delivery Charge $65,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Delivery $65.00,DELIVERY,,
9824093798713,aktivity-environ-table,Aktivity Environ table,Brant Business Interiors,"A wood-grain worktable built for busy daycare rooms — without the solid-wood price tag. The Aktivity Environ table brings a natural, warm aesthetic to early-learning and childcare environments. Its st",MityBilt,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix MTY (e.g. MTY-EN30R) (sku),[HIGH] sku_prefix:'SKU prefix MTY (e.g. MTY-EN30R)' in sku->MityBilt; [HIGH] metafield_manufacturer:'specs.manufacturer=MityBilt' in metafield->MityBilt,MityBilt,,,,MTY-EN30R,MTY,,
9828101783865,ganging-plates-for-terina-tables-gfcngfp,Ganging plates for terina tables gfcngfp,Brant Business Interiors,May only be used with Terina Tables,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=GLC,NONE,,,,GLC-GFT3072R,GLC,,GLC
9831568867641,delivery-35,DELIVERY 35,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,DELIVERY35,DELIVERY,,
9832199749945,felt-acoustic-room-dividers,Felt acoustic room dividers,Brant Business Interiors,"DISTRICT SCREENS Acoustic Panels District screens bring an opportunity to make peaceful spaces without building walls. with an added layer of acrylic between the acoustic panels, this design driven pr",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=HCA,NONE,,,Sound dampeners,HCA4747-BAM9-T,HCA,,HCA
9832223867193,felt-acoustic-wall-tiles,Felt acoustic wall tiles,Brant Business Interiors,Silhouette Tiles Harmonious design and acoustic performance is the goal behind our silhouette tiles. We encourage you to have fun mixing and matching this exciting offering of acoustical tiles. They a,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=BEL,NONE,,,Sound dampeners wall tiles,BEL HWS1212-CIR9,BEL,,BEL
9832616821049,ceiling-grids-sound-acoustic-dampeners-copy,Ceiling grids sound acoustic dampeners,Brant Business Interiors,Tame open-plan noise with modern 12mm felt ceiling acoustic panels — available in multiple colours and sizes for any workspace. Brant Business Interiors sources custom 12mm felt ceiling acoustic panel,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=BELAIR,NONE,,,,BELAIR HCG473608-4DAG12,BELAIR,,BELAIR
9832623735097,ceiling-grids-sound-acoustic-dampeners-orb,Ceiling grids sound acoustic dampeners orb,Brant Business Interiors,"We offer multiple solutions to dampen the sound in open area's. Made out of 12mm felt, these modern looking products not only dampen the sound, but also create a flair in the working enviroment. Avail",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=BELAIR,NONE,,,,BELAIR HCG16-ORB12,BELAIR,,BELAIR
9832764408121,hardware-for-ceiling-tiles,Hardware for ceiling tiles,Brant Business Interiors,"Mounting and suspension hardware for acoustic ceiling tiles and drop-ceiling panels. Includes the clips, wires, and brackets required for a clean installation. Compatible with standard T-grid ceiling ",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,9  HAC-PANCLAMP-PF,,,(no-sku)
9833161556281,ceiling-baffles-sound-acoustic-dampeners,Ceiling baffles sound acoustic dampeners,Brant Business Interiors,"Ceiling baffles that bring the noise down without getting in the way of your ceiling grid. Open-plan offices, training rooms, and multi-use facilities generate reflected sound that compounds throughou",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,Sound dampeners,,,,(no-sku)
9834039345465,mobile-pedestal-file-file,Mobile pedestal file / file,Brant Business Interiors,Mobile Drawer Unit 2 File Drawers Files Letter or Legal Locking Wheels,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF IFFM21) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF IFFM21)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF IFFM21,IOF,,
9834060742969,delivery-75,Delivery 75,Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Delivery75,DELIVERY,,
9841829478713,round-table-cross-base-8-colours,Round table cross base — 8 colours,Brant Business Interiors,Heavy duty durable 27” wide base Low profile adjustable glides Available in two heights - 28.5” and 34.5” Base available in Black or Silver 8 Different Colour Tops,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDLINVR36+	900-CROSS-B-27) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDLINVR36+	900-CROSS-B-27)' in sku->Heartwood,Heartwood,,,,HDLINVR36+	900-CROSS-B-27,HDLINVR,,
9841866506553,jax-sit-to-stand,Jax sit to stand,Brant Business Interiors,The NEW JAX Sit to Stand is the most innovative keyboard arm on the market - The Jax Sit to Stand rises above the desk more than any other to allow typing standing up. - Allows end user to type at the,Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC-5008479C3) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC-5008479C3)' in sku->Richelieu,Richelieu,,,,RIC-5008479C3,RIC,,
9842388468025,power-plant-500222pp90-daisychaining,Power plant 500222PP90 daisychaining,Brant Business Interiors,"9' SJT #14 cord 90° plug Input: 110 V 12 A USB output: 5 V 2.4 A charging only Aluminum construction Wire distance between the socket box and the adjustable box is 18"" SJT #14 cord Ideal for groupings",Richelieu,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix RIC (e.g. RIC500222PP90) (sku),[HIGH] sku_prefix:'SKU prefix RIC (e.g. RIC500222PP90)' in sku->Richelieu,Richelieu,,,,RIC500222PP90,RIC,,
9843066274105,circular-reception-unit-w-41-r,Circular reception unit — W-41-R,Brant Business Interiors,"This stylish reception unit is built to sit up to 2-3 people. Functionality and Design. Made in Canada, this unit is available in many colours and several different sizes. Lead Time: 4-6 weeks Size: 1",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-W41R) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-W41R)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-W41R,IOF,,
9846115074361,av-stand-sa-81-3016,Av stand — SA-81-3016,Brant Business Interiors,"A purpose-built AV cart that keeps your equipment organized, stable, and ready to work. The Subra Series SA-81-3016 is a commercial-grade AV stand engineered for offices, boardrooms, training rooms, a",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-SA81-3016) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-SA81-3016)' in sku->Heartwood,Heartwood,,,,HDL-SA81-3016,HDL,,
9851749335353,monitor-arms,Monitor arms,Brant Business Interiors,"Single-monitor articulating arm that frees up desk space and supports ergonomic screen positioning. Fits most VESA-compatible displays up to standard office monitor sizes. Full-motion tilt, swivel, an",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,Avis-add-charge,,,,(no-sku)
9851761426745,racetrack-conference-table-1-top,"Racetrack conference table 1"" top — 1""",Brant Business Interiors,"Canadian made tables come with 2 to 3 slab legs based on table size. 1"" thick top available in several colours. Easy Assembly Required",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOFRAPB3660) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOFRAPB3660)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOFRAPB3660,IOFRAPB,,
9852995436857,display-shelving,Display shelving,Brant Business Interiors,Custom Display Rack Shown Size: 30”W x 16.5”D x 48”H This unit can be made any size to fit your available space. Several colour options. Lead Time: 4-6 Weeks. Made in Canada.,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-B2016-17 X 2) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-B2016-17 X 2)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-B2016-17 X 2,IOF,,
9853010051385,storage-cabinet-with-doors,Storage cabinet with doors,Brant Business Interiors,Custom Storage Cabinet Shown Size: 4872”W x 48”D x 42”H This unit can be made any size to fit your available space. Locking Doors. Several colour options. Lead Time: 4-6 Weeks. Made in Canada.,Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-B2016-87) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-B2016-87)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-B2016-87,IOF,,
9853059694905,meeting-table,Meeting table,Brant Business Interiors,"Innovation tables include multiple size tops available many colour options Top: 1"" Thick Edge: Matching PVC Edge Legs: 4 Colour options",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-INV-2436TBL-SQ2OFT) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-INV-2436TBL-SQ2OFT)' in sku->Heartwood,Heartwood,,,,HDL-INV-2436TBL-SQ2OFT,HDL,,
9855858245945,height-adjustable-l-shape-table-1,Height adjustable l-shape table,Brant Business Interiors,"Features: • Quick assembly design. Sturdy, 2-stage steel frame construction • 4 programmable memory positions • Actuator system with a dual synchronized motor driving each leg • Includes adjustable gl",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-CLI-E1-3LEG-3060+2448 Top) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-CLI-E1-3LEG-3060+2448 Top)' in sku->Heartwood,Heartwood,,,,HDL-CLI-E1-3LEG-3060+2448 Top,HDL,,
9858778431801,cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / file / file / right wardrobe — INV-6524CFFWR-24,Brant Business Interiors,"Overview Cabinet / File / File / Right Wardrobe 23.75"" W x 23.75"" D x 64.5"" H 2 Adjustable shelves in upper cabinet Locking upper cabinet and file drawers Non-locking wardrobe Coat-rod and hat-shelf i",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL- INV-6524CFFWR-24) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL- INV-6524CFFWR-24)' in sku->Heartwood,Heartwood,,,,HDL- INV-6524CFFWR-24,HDL,,
9858891776313,links-custom-reception-unit-60x72,"Links custom reception unit — 60""x72""",Brant Business Interiors,"Links Workspaces combine contemporary design and ergonomics, offered in a wide selection of beautiful finishes and textiles to enhance every workspace environment. Size: 60"" x 72"" Available in 60"", 66",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=CAB,NONE,,,,CAB1622LOBBF-CTS3636G-DSK2436LR-ECU246048CLF-LTS1224G-LTS1236G,CAB,,CAB
9859466658105,credenza-storage-storage-with-locks,Credenza storage / storage with locks,Brant Business Interiors,"Two door Credenza Made in Canada Available in many colours and sizes. Height: 29""",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-UN6024/SC/SC) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-UN6024/SC/SC)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-UN6024/SC/SC,IOF,,
9862922142009,coffee-table-1,Coffee table,Brant Business Interiors,"Made in Canada, 1″ laminated top, steel legs — a reception coffee table built for institutional daily use. This Canadian-made coffee table pairs a 1″ laminated top with a steel leg base for reception ",Heartwood,CONFIDENT,HIGH,tier2,sku_subcode: SKU sub-code INVCOFREC (e.g. INVCOFREC2436) (sku),[HIGH] sku_subcode:'SKU sub-code INVCOFREC (e.g. INVCOFREC2436)' in sku->Heartwood,Heartwood,,,,INVCOFREC2436,INVCOFREC,,
9864578040121,indigenous-medicine-wheel-huddl,Indigenous medicine wheel huddl,Brant Business Interiors,Graphic Medicine Wheel Huddl incorporates a unique graphic high pressure laminate design of the Medicine Wheel. Paired with ingeniously crafted soft seating in matching colours that nest neatly beneat,MityBilt,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix MTY (e.g. MTY-HDDLGMED#) (sku),[HIGH] sku_prefix:'SKU prefix MTY (e.g. MTY-HDDLGMED#)' in sku->MityBilt,MityBilt,,,,MTY-HDDLGMED#,MTY,,
9868797346105,lockers-2-tier,Lockers 2-tier,Brant Business Interiors,"Description Keep your workplace tidy while also providing secure storage for personal items. Available in both knocked down and assembled models, lockers feature durable steel construction and magneti",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=SCN,NONE,,,,SCN-FN478,SCN,,SCN
9874943738169,metal-cross-base-with-levelers,Metal cross base with levelers,Brant Business Interiors,"Features Heavy-duty, durable 27"" wide base Low-profile adjustable glides Perfect for lunchrooms and cafeterias Black (BL) or Silver (SL) powder coat finish 2 Base Height available (not including top) ",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-900-CROSS-B-27 SIL) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-900-CROSS-B-27 SIL)' in sku->Heartwood,Heartwood,,,,HDL-900-CROSS-B-27 SIL,HDL,,
9874945835321,metal-round-metal-base,Metal round metal base,Brant Business Interiors,"Features Heavy-duty, Low-profile adjustable glides Perfect for lunchrooms and cafeterias Black (BL) or Silver (SL) powder coat finish 3 Base Height available (not including top) Ships in two cartons",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-900-ROU20-SIL) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-900-ROU20-SIL)' in sku->Heartwood,Heartwood,,,,HDL-900-ROU20-SIL,HDL,,
9874949079353,metal-square-metal-base,Metal square metal base,Brant Business Interiors,"Features Heavy-duty, Low-profile adjustable glides Perfect for lunchrooms and cafeterias Black (BL), White or Silver (SL) powder coat finish 3 Base Height available (not including top) Ships in two ca",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-900-SQB20-SIL) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-900-SQB20-SIL)' in sku->Heartwood,Heartwood,,,,HDL-900-SQB20-SIL,HDL,,
9882644414777,manual-height-adjustable-base,Manual height adjustable base (tops sold separately),Brant Business Interiors,TO ORDER TOPS FEATURES: • Compact manual sit-to-stand desk frame (base only) • Foldable handle prevents interference • Top Size Range: 42”min - 60”max width (larger than 60” wide is not recommended) •,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-900-CRANK) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-900-CRANK)' in sku->Heartwood,Heartwood,,,,HDL-900-CRANK,HDL,,
9884899213625,desk-shells,Desk shells,Brant Business Interiors,Desk Shells Available in 7 sizes and colours Requires assembly Quick Ship,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDLINV2448DS) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDLINV2448DS)' in sku->Heartwood,Heartwood,,,,HDLINV2448DS,HDLINV,,
9893597905209,l-shape-desk-with-hutch,"L-shape desk with hutch — 72""X72""",Brant Business Interiors,"Desk with Return and Hutch Size: 72"" x 72"" Mobile Drawer Unit with lock/key Several colour options",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-UN72HUTDO43-UN7230TD-UN4224EROPRH-IBBFM24) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-UN72HUTDO43-UN7230TD-UN4224EROPRH-IBBFM24)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-UN72HUTDO43-UN7230TD-UN4224EROPRH-IBBFM24,IOF,,
9893783208249,please-select-a-finish-1,Please Select a Finish,Brant Business Interiors,,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,Avis-add-charge,,,,(no-sku)
9897109848377,staxx-chair,STAXX Chair,Brant Business Interiors,ACTIV™ STAXX™ SERIES • Functional and versatile • Can be stacked 10 high or nested for storage (armless) • Integrated carrying handle molded in the underside of seat • Ganging connectors are integrate,Horizon Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HZN (e.g. HZN-NK03) (sku),[HIGH] sku_prefix:'SKU prefix HZN (e.g. HZN-NK03)' in sku->Horizon Furniture,Horizon Furniture,,,,HZN-NK03,HZN,,
9903963603257,hutch-with-doors,Hutch with doors (assembled),Brant Business Interiors,Available in several Sizes and Colours Made in Canada,Intelligent Office Furniture,CONFIDENT,HIGH,tier2,sku_subcode: SKU sub-code UN (e.g. UN36HUTDO/43) (sku),[HIGH] sku_subcode:'SKU sub-code UN (e.g. UN36HUTDO/43)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,UN36HUTDO/43,UN,,
9905594925369,dispose,Disposal program,Brant Business Interiors,"Price includes: Dismantling (if required) Removal Disposal (Parts may be recycled or sent to ""Dump Site"")",NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,OCI-DISPOSAL PROGRAM,OCI,,
9911112433977,metal-apex-desk,Metal apex desk,Brant Business Interiors,"The Apex teachers desk features integral wire management, a modesty panel and 2 locking box box file pedestals - everything the busy teacher needs! High pressure laminate work surface Chewing gum resi",MityBilt,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix MTY (e.g. MTYB AP3060.BBF2) (sku),[HIGH] sku_prefix:'SKU prefix MTY (e.g. MTYB AP3060.BBF2)' in sku->MityBilt,MityBilt,,,,MTYB AP3060.BBF2,MTYB,,
9911124263225,contemporary-metal-desk,Contemporary metal desk,Brant Business Interiors,This desk features sturdy 3-inch diameter legs reinforced with 3/8-inch solid bar supports for exceptional strength. It includes a decorative perforated modesty panel to ensure user privacy. The desk ,MityBilt,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix MTY (e.g. MTY- TUT2448.MPL) (sku),[HIGH] sku_prefix:'SKU prefix MTY (e.g. MTY- TUT2448.MPL)' in sku->MityBilt; [HIGH] direct_name:'MityBilt' in body->MityBilt,MityBilt,,,,MTY- TUT2448.MPL,MTY,,
9916922233145,additional-services-dismantle-re-assemble,Additional services-dismantle & re-assemble,Brant Business Interiors,Dismantle 1 U-Shape workstation and move it to another office and re-assemble.,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Dismantle & Re-Assemble,DISMANTLE,,
9924895768889,cluster-seating,Cluster seating 4,Brant Business Interiors,"Description Comfortably seats 4 adults Size: 24""x48"" 1"" thick 45lb high density particle board High pressure scratch resistant laminate Chewing gum resistant table backing 3mm vinyl bonded edgeband Ro",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
9936909893945,mobile-machine-stand-with-shelf-on-wheels,Mobile machine stand with shelf on wheels,Brant Business Interiors,"30.75"" Height x 28"" Width x 19.25"" Depth - Mahogany - Laminated Particleboard - Mahogany Generous countertop sized to fit most office machines 2 doors with elegant pull handles Concealed compartment w",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-C901221) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-C901221)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-C901221,IOF,,
9942359015737,desk-top-dividers-1,Desk top dividers,Brant Business Interiors,"Features 12mm thick tackable acoustic frameless PET felt panels made from recycled eco-friendly material (100% polyester) A-level permanent fire protection Mountable above or below worksurfaces 24"" an",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-OUTEM1-1524PETST) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-OUTEM1-1524PETST)' in sku->Heartwood,Heartwood,,,,HDL-OUTEM1-1524PETST,HDL,,
9943309746489,new-pneumatic-single-arm-monitor-stand,"""new"" pneumatic single-arm monitor stand",Brant Business Interiors,"Pneumatic Single or Double Monitor Arm Stand This new monitor stand features the same sleek look as our existing 100-MA2C, with a neutral black frame and blue accents. The 100-MA1C is perfect for free",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-100-MA1C) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-100-MA1C)' in sku->Heartwood,Heartwood,,,,HDL-100-MA1C,HDL,,
9943316529465,laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,Laptop holder for 100-MA1C & 100-MA2C monitor arms only,Brant Business Interiors,Laptop mounting tray that attaches to the 100-MA1C and 100-MA2C monitor arms only . Swap the tray onto the arm in place of a monitor to mount a laptop for flexible dual-use workstations. Secure retent,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-100LPTP) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-100LPTP)' in sku->Heartwood,Heartwood,,,Laptop Holder,HDL-100LPTP,HDL,,
9944186683705,delivery-charge-tailgate,Delivery Charge (Tailgate),Brant Business Interiors,,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Delivery300,DELIVERY,,
9952132563257,delivery-installation,Delivery & Installation,Brant Business Interiors,Delivery & Installation,NONE,SKIP,UNKNOWN,,,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Delivery & Installation$50,DELIVERY,,
9960567046457,keys-2-set,Keys 2/set,Brant Business Interiors,Keys for Global Cabinets Custom order: Non Returnable Key Shape may differ,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
9963313004857,levels-bookcase,Levels bookcase,Brant Business Interiors,"Introducing Levels, HDL’s new multi-tiered, layered office furniture series that combines contemporary metal details with durable laminate designs. Choose from over 80 IN-STOCK , high quality, modular",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL LEV-6532BK) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL LEV-6532BK)' in sku->Heartwood,Heartwood,,,,HDL LEV-6532BK,HDL,,
9968003612985,round-metal-base,Round metal base,Brant Business Interiors,"Features Heavy-duty, Low-profile adjustable glides Perfect for lunchrooms and cafeterias Black (BL), White or Silver (SL) powder coat finish 3 Base Height available (not including top) Ships in two ca",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-900-ROU20SIL) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-900-ROU20SIL)' in sku->Heartwood,Heartwood,,,,HDL-900-ROU20SIL,HDL,,
9968013639993,fax-printer-machine-stand,"Fax, printer, machine stand",Brant Business Interiors,"Heavy-duty mobile stand built for printers, fax machines, and multi-function copiers. A stable steel base and lockable casters make it easy to reposition without unplugging or lifting the machine. Sup",Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-SA-84-3220) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-SA-84-3220)' in sku->Heartwood,Heartwood,,,,HDL-SA-84-3220,HDL,,
9968549429561,temptations-office-suite,Temptations office suite,Brant Business Interiors,"This suite offers style and functionality Available in many colours, Temptations is available in many sizes, made to order. Dimensions: Back Wall 120"" x 76"" High / Table Desk 72"" x 30"" Made in Canada ",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-B2016-62) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-B2016-62)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-B2016-62,IOF,,
9968549888313,temptations-office-suite-copy,The corporate office suite,Brant Business Interiors,"This suite offers style and functionality Available in many colours, The Corporate"" is available in many sizes, made to order. Dimensions: Back Wall 86"" wide x 72"" High / Desk 132"" x 24"" Made in Canad",Intelligent Office Furniture,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix IOF (e.g. IOF-B2016-49) (sku),[HIGH] sku_prefix:'SKU prefix IOF (e.g. IOF-B2016-49)' in sku->Intelligent Office Furniture,Intelligent Office Furniture,,,,IOF-B2016-49,IOF,,
9982113481017,eor-guest-chair-mvl3920b,Eor guest chair — MVL3920B,Brant Business Interiors,Eor | Upholstered Guest Chair multi-purpose guest chair bonded Black Leather durable steel four-legged frame contoured back and seat cushions with waterfall seat edge welcoming soft self-skinned polyu,Global Furniture Group,CONFIDENT,HIGH,tier2,model_code: MVL3920B (MVL Ibex line) (title),[HIGH] model_code:'MVL3920B (MVL Ibex line)' in title->Global Furniture Group,Global Furniture Group,,,,,,,
9983628968249,l-shape-suite-layout-41c,L-shape suite layout # — 41C,Brant Business Interiors,Includes: Rectangular Bullet Top Desk 48” Rectangle Top Laminate. Hanging Modesty Panel Freestanding Pedestal - No Top Wardrobe / Storage Cabinet Open Overhead Storage Laminate Doors For Overhead Stor,Heartwood,CONFIDENT,HIGH,tier1,sku_prefix: SKU prefix HDL (e.g. HDL-Layout 41C) (sku),[HIGH] sku_prefix:'SKU prefix HDL (e.g. HDL-Layout 41C)' in sku->Heartwood,Heartwood,,,,HDL-Layout 41C,HDL,,
10008720867641,custom-reception-unit-accessories,Custom reception unit & accessories,Brant Business Interiors,"As per Drawing, Sizes as shown.",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
10012482797881,student-chairs-3-sizes,Student Chairs (3 sizes),Brant Business Interiors,"Features: SOFIA Educational Chairs K-12 Available Seat Finishes: • 3 sizes of chairs - 14”, 16”, 18” • Reinforced with 19mm x 1.7mm thick crossbeams • Base finish is Chrome plated • One piece injectio",NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=EDU,NONE,,,,EDU-SOFIA-LEG-14,EDU,,EDU
10023161004345,arm-caps-for-2330-chair,Arm caps for 2330 chair,Brant Business Interiors,Model # 014038973-A for Model # 2330 Chair Sold as eaches. Order 2 ( Left and Right Arm) Not exactly as shown. NON Returnable. Price includes handling,NONE,AMBIGUOUS,UNKNOWN,,,no manufacturer signal; sku_prefix=none,NONE,,,,,,,(no-sku)
